Sports,#indvaus ms dhoni advances down the wicket to siddle and flicks him for four to bring up his 100 (119 india 7-376
Politics,rt @houseofcommons prime minister u2019s questions is coming up at midday follow proceedings on the parliament website http //t co qsollfvq ..
Politics,italy elections why haven conservatives been able to build credible party http //t co hynde2oqim
Sports,rt @tajmahalfoxtrot vikram doctor on the real special 26 and the art of the con http //t co esysrxcajq
Politics,rt @roubiniglobal the american way of distributing welfare is lopsided and incomplete @foreignaffairs http //t co ehaxmdtm
Politics,this space will be lot more crowded tomorrow follow us for photos and tidbits from our inauguration coverage http //t co sthcrxou
Sports,#djokovic does his lap of honour on rla #3pete #ausopenfinal http //t co oqvops2v
Sports,falling like rain .. something on my fingertips something on my window pane your loves coming down like .. #ashes #rain #dontknowthelyrics
Sports,poll who will win the 2013 #ausopen reply w/ #djokovic or #murray see their fedex #atp head2head stats http //t co j7yd0mfp
Politics,\one of the advantages of old age is that people respect you just because of your grey hair amp say all manner of nice things about you #madiba
Politics,we re now on instagram too follow us at @indiandiplomacy http //t co uhv98hbd
Sports,rt @sharkotennis all four no seeds in singles doubles (men women win @australianopen titles 1st grand slam tourn since 97 @wimbl ..
Sports,4 off 2! missed run out huessy again #bbl02 #bigfinals
Politics,tracking santa with our eyes in the sky the energy department los alamos national lab is tracking santa clau .. http //t co pbgizdvc
Sports,voges crunches masceranhas for massive six 80m 1-99 after 9. #bbl02 #bigfinals
Sports,#gbfedcup gsm hungary in dead doubles 6-4 2-6 6-2 over konta and robson aegon gb fed cup team beat hungary overall rubbers to 1.
Politics,@amr1ta :- thats funny well similar love for music dance and food !
Sports,confirmation of england team cook bell trott root morgan buttler woakes broad swann anderson finn #nzveng
Politics,a brighter future is out there waiting for us let u2019s choose it today http //t co d0tsmzjb
Politics,pm on #horsemeat this is completely unacceptable this isn about food safety but about proper food labeling &amp confidence in retailers
Politics,@rashidmokhdoomi thanks rashid
Sports,#indvaus @mozzie21 finishes on 81 not out ashwin took five wickets scorecard here http //t co 4shuuuoqh2
Politics,priority visa service for indian travellers announced we want you to come to our country quickly &amp invest http //t co zsysphai #pmindia
Politics,regarding the launch by north korea the chief cabinet secretary of japan will hold press conference shortly
Sports,rt @laurarobson5 we did it !! heather and won our singles so we are through to the playoff in april very very happy http //t co nip ..
Sports,rt @footballmanager here the 1st 50 off #fm13 steam code redeem at http //t co sqyk8qma now a5h3k xpfh0 73v72
Sports,and now back to back fours marsh getting the @scorchersbbl right back in this 1-58 #bbl02 #bigfinals
Sports,rt @ianbaggygreen new article @baggygreenblog the enhanced value and importance of women cricket @_southernstars welcome to share ..
Politics,a balanced plan to avert the sequester and reduce the deficit http //t co eiadz2zdhj
Sports,south africa need 116 runs pakistan need eight wickets final session of day four coming up http //t co uorgdrnk #savpak
Politics,i asked uddhav thakeray if amitabh bachchan &amp so many more in the film industry can make mumbai home why target migrants tonight at 10
Sports,@hunnuhm you re more likely to get your hands on them than ponting will again
Politics,video in english press conference by chief cabinet secretary suga (january 30 2013 am )http //t co 02tazoct
Sports,@balkrish74 wow
Politics,mr shinzo abe member of the house of representative was designated as the prime minister of japan this afternoon http //t co 6nzpraln
Politics,eam and members of consultative committee of parliament visit ruins of ancient nalanda univ and site of new nalanda univ at rajgir
Politics,rt @vp americans are speaking out #wedemandavote to reduce gun violence &amp save lives it going to take us all #nowisthetime fo ..
Politics,. peacecorps helping to renovate art center in #botswana to help artists produce masterpieces http //t co cdp5qqabqc @embassygaborone
Politics,@tarini tee thank you :- you can email me
Sports,rt @downtownbrown27 @espn #bestsupportingathlete #spacejam mj and bugs bunny playing monsters #handsdown the best
Sports,did you know the entire #ausgp circuit comes together in weeks check out this step by step guide c/o @richardsf1 http //t co jfyic7vukr
Politics,@ranjan dua ah well and yet here you are tweeting me speaks for itself
Sports,help spread the word fta ers vote for matt coleman in the ethiad coming home comp www sendblueroohome blogspot com #mcfc
Sports,rt @southf1 @formula1game bernie
Sports,@scottevans2412 yep it an amazing circuit
Politics,hackers and smugglers and pirates oh my the untold history of america and international crime http //t co odrhgzzck7
Politics,#railway budget introduction of 160 200 kmph self propelled accident relief trains
Sports,rt @cricketworldcup do you want to join the #cwc15 team check out our careers centre for current opportunities http //t co jjpjqxiu
Sports,#djokovic accepts trophy from @andreagassi first have to congratulate andy thank him for kind words bad luck tonight #ausopen #3pete
Politics,#ep president @martinschulz press conference on elections results in #italy starts now http //t co fekorlczjl
Politics,jobless rate is higher today than it was when @barackobama took office sad reminder that the economy is at virtual standstill
Politics,rt @cfr org rt @isobel coleman keeping pressure on syria seems like clear signal us not going to do much #sotu
Politics,#eubudget 2013 2014 discussions in @ep budgets w/ @eu budget commissioner #lewandowski live from 9am cet http //t co xrbsyqkw
Politics,dr raghuram rajan chief economic advisor (cea to brief the media on the economic survey 2012 13 at pib shortly
Sports,gibbs looks to have done hamstring trouble for @scorchersbbl or as they say beware the injured batsman 0-18 #bbl02 #bigfinals
Sports,julian newman is an 11 year old who plays high school basketball thanks to the internet he just made @sportscenter http //t co v08zdklcyf
Sports,rt @bushrangers so from the final over we need five runs as rain begins to fall it is all happening here
Sports,anderson takes his 529th international wicket to become england leading overall bowler ahead of ian botham http //t co trxnhhkl #nzveng
Sports,\ @renegadesbbl fast bowler will sheridan remains upbeat despite his side s #bbl02 exit http //t co vauvxz1d #bigfinals
Politics,don miss out enter by midnight for the chance to join us on election night in boston http //t co ungj7civ
Sports,@robertb1982 still holding our breath on this one ..
Sports,watch video highlights of the #wwc13 final between australia and west indies at http //t co lbxiik3j
Politics,today in 1998 bin laden declares jihad against jews and crusaders read bernard lewis report from the time http //t co cqkuc2bfzl
Sports,rt @bhogleharsha very illuminating commentators workshop from star india insights into who the viewer is and what he she seeks from co ..
Politics,rt @conx .@statedept has supported the g8 new alliance for #foodsecurity &amp nutrition http //t co npmhoibw #keepwhatureap
Sports,fuel your #ausgp #f1 experience with fine dining at #albertpark chefs shannon bennett &amp donovan cook at the pass http //t co evn89zxh
Politics,video in english press conference by chief cabinet secretary fujimura (november 20 2012 am )\\nhttp //t co y08alb8w
Sports,@krlozteven thanks for following
Sports,watch shaun marsh welcomed alex keath to #bbl02 with 27 runs off his first over http //t co hwkqsjhk #bigfinals
Politics,more than million records released in september 2009 the president announced thatfor the first time in hist .. http //t co ajxoxtnugl
Politics,rt @pmoindia republic day greetings from rajpath new delhi http //t co qwjo9yqy
Sports,http //t co s0tjnx4nxr scores south africa under 19s 211 vs england under 19s 210 http //t co aorzbyp4mu
Politics,did you know in #lincoln u2019s time there was no security at the white house citizens could simply walk in #haroldholzer
Sports,matthew hayden boasts all time record of most consecutive 25 scores (16 at any stage of his odi career #mondaymilestones
Politics,congrats to the detroit @tigers on making it to the world series part of the heart and soul of detroit
Sports,reading up on your favorite teams and athletes is procrastination in its most productive form
Sports,as much as love steven seagal his hair in the carlton dry ad is quite clearly made entirely of sharpie
Politics,president obama calls for responsible approach to deficit reduction http //t co ivsrrifahi
Politics,learn what led pres #lincoln to sign the emancipation proclamation &amp end slavery in america http //t co xm5yaobzqs @conx #haroldholzer
Politics,video press conference by chief cabinet secretary suga on the abduction of people in algeria (january 19 2013 am )http //t co u9oioowb
Politics,president obama after shedding jobs for more than 10 years our manufacturers have added about 500 000 jobs over the past three #jobsnow
Politics,\if something can harm or kill tens of civilians in quick succession it does not belong in anyone s home \\u2014calvin a. #wedemandavote
Sports,mata turns and shoots powerfully but is pushed over the bar by vaclik the resulting corner is taken and saved #cfc
Sports,1st test over 10 13 runs wkt (s tendulkar 13 pujara 7) #ind 49 #indvaus http //t co fvnl1ktpb1 @bcci
Politics,pres obama important to find out exactly what happened in benghazi &amp i\\ happy to cooperate in any ways that congress wants item po 99we
Sports,1st test 8.6 ashwin to cowan runs 16 #indvaus http //t co fvnl1ktpb1 @bcci
Politics,worth read and rt president obama plan to prevent severe budget cuts vs republican inaction http //t co 0crcew0f71 #jobsovercuts
Sports,#gbfedcup team gb recover from that third game break against robson to surge into 5-2 lead looks like deciding set
Sports,\i don u2019t know if it u2019s michigan state don u2019t know what it is ..we u2019re underdogs \\u2013 michigan st center derrick nix (http //t co nsqou6ir
Sports,rt @espnnfl breaking patriots qb tom brady signs yr contract extension through 2017 keeping him w/new england thru age 40 (via ..
Politics,fact in 14 years the background check system has helped keep more than 1.5 million guns out of dangerous hands
Politics,@viveksakpal that is true too
Politics,sen scott brown speaking now live ns ch 3
Politics,@bdutt thank god for comedy central especially #snl
Politics,#railway budget next gen e-ticketing system to be rolled out will handle 7200 tkts min as of 2000 now
Sports,rt @tenniseurope great britain beats romania 2-0 to secure third place overall at the girls 14 amp winter cups finals @britishtennis
Sports,rt @unite the schwab is back check us out at am et on @espnu for the return of stump the schwab unite style can you stump him
Sports,somerset to alter taunton pavilion http //t co doadsgaajp
Politics,happening now president obama speaks at the unveiling of the rosa parks statue at the capitol http //t co p5cwbxgdew
Politics,video in english press conference by chief cabinet secretary fujimura (november 16 2012 am )\\nhttp //t co xaa4fyju
Sports,. @aegonuk schools tennis shortlisted in 2013 hollis awards http //t co eeoek00w
Sports,australia are looking flat their innings was full of disappointments ponting failed wade got no support didn rally #ausvsa
Sports,franklin is caught and bowled off @swannyg66 who now has 100 odi wickets nz 99 in the 34th over #nzveng
Politics,from 9:30pm today (japan time new prime minister of japan shinzo abe will hold press conference at the pm office http //t co ucvi5lyv
Politics,#eco survey expenditure on social services increased considerably in 12th plan education accounted for largest share followed by health
Politics,in 60 mins watch #seckerry deliver his 1st public address on us foreign policy live from @uva tune in at http //t co 3rky0sxm @conx
Politics,. crestrecycle in llandudno is latest winner of the pm u2019s big society award for work tackling food waste &amp unemployment http //t co g0tjegs2
Politics,video in english press conference by chief cabinet secretary suga following the first cabinet meeting dec 26 2012 http //t co od8v6wos
Politics,the choice is clear the middle class can afford four more years of n@barackobama tax hikes http //t co bub94b6z
Politics,. barackobama u2019s policies toward china have cost american workers their jobs we can u2019t afford four more years http //t co 51vvoebr
Politics,rt @annetteheuser why transatlantic trade and investment partnership will become reality this time @tysonbarker @foreignaffairs http ..
Politics,@rajan medhekar well said
Sports,rt @capitalone cup hot off the press #capitalonecup #programmes http //t co aps3uuvj
Politics,due to events in #algeria pm speech in the netherlands tomorrow has been postponed to venue and date to be announced in due course
Sports,what stunning catch by lisa sthalekar to secure victory for australia #wwc13
Politics,how to tackleillegal #wildlife trafficking @ep environment workshop on #wildlife crime live starts at 3pm cet http //t co zwkj2gaysn
Sports,@szwakala crash it :p
Politics,did you miss #haroldholzer u2019s webchat on abraham #lincoln don u2019t worry he u2019s still taking your questions at http //t co rddw0fq2sd
Politics,\educating all of our children must be one of our most urgent priorities #nelsonmandela
Politics,as president obama concludes his victory speech shower of confetti rains down from the ceiling in stunning display po 263tu
Sports,#indvaus 450 up for india from 128 overs lead up to 70
Politics,it wasn kiss cam but it may well have been the president and first lady get in few smooches before the parade very cute po 148mo
Politics,weekly address following the president u2019s plan for strong middle class http //t co u5orhrq7
Politics,what is the sequester span callout color #036 font weight bold span link color #036 f. http //t co pfo7htwcjo
Politics,instead of creating jobs @barackobama is creating debt we can u2019t afford four more years of his borrowing &amp wasting http //t co kzztgmia
Sports,check out the reliance icc test rankings table after south africa completed series victory over pakistan on sunday http //t co quse0mfuvg
Politics,notice on observation of the earthquake in the vicinity of north korea from the japan meteorological agency \\nhttp //t co w0sbo7m8
Politics,europe needs something more than fear to make it magnetic project again but what can that something be http //t co nnxx6bcy
Sports,mclaren looking fast this season with perez quickest on day of testing in barcelona http //t co cgnboy2hhr
Politics,pundits often treat irregular warfare as new ignoring much of our species bloody history http //t co ufacihi1
Politics,photo bcim car rally participants arrive at the banganandhu sheikh mujibur rahman memorial museum in dhaka http //t co fqur1e827r
Politics,how much progress has there been for #lgbt rights #humanrights protection includes lgbt people http //t co zo5fsrvxcc @state io @state drl
Politics,good news #employment rising for over year 90 000 more this quarter and half million more in 12 months unemployment down 37 000 #ons
Politics,\civil society has significant role to play in #keepwhatureap http //t co 9fteyjam
Politics,rt @pmoindia pm we discussed ways to generate higher growth in our trade invited increased british investments in india
Sports,and happy birthday @roscohutchins
Sports,ball exploding from several spots on both ends different ball game altogether when the aussies are batting ..
Sports,@ferrarikid1 :-
Sports,huge wicket white gone hooking for 28 caught behind off gannon bowling vic 5-105 needing 42 off 41 http //t co qzcfgxsb2e #ryobiodc
Politics,thank you for spreading #nelsonmandela legacy with your tweets rts #ff &amp follows #socialjustice http //t co ow5bxpla
Politics,\\u201cwe may not be able to help everybody but if we help few then that propels progress forward \\u201d \\u2014president obama
Sports,rt @espncbb getting ready for #iuvsmichst want to be on tv use the hashtag to tweet us photos of your game prep best pics make @spor ..
Politics,the day after inauguration festivities it back to work in washington the day full lineup of live events http //t co 9odkycgx
Sports,@bhatt bhatt4 of course
Politics,returned from whirlwind tour of new york &amp panama with the brilliant team at bell labs new jersey http //t co gxfjxltw
Politics,what an insect movements teaches us about value of coordination the butterfly effect applied to today crisis blog http //t co vg3drrqm
Politics,free people and free enterprise create growth and opportunity not government redistribution http //t co qhlxwvn6
Sports,1st test over 76 runs (n lyon 10 henriques 45 #aus 200 #indvaus http //t co fvnl1ktpb1 @bcci
Sports,liverpool 1-0 man utd 15 minutes to go steven gerrard with the goal from free kick
Politics,justice usha mehra commission submitted its report to the govt today
Politics,job fair organized for mumbai youth already thousands of candidates &amp many jobs offered ends tomorrow evening http //t co hwmtwcx7
Politics,the military could survive 10 cut but sudden across the board drop will be terribly inefficient http //t co zinylwgo #sequester
Sports,goal 4-0 disappointing day for chelsea gets worse as dembele makes it four for fulham #cfcu18
Politics,#medvedev we intend to increase the domestic funding of research and development projects to nearly 2% of gdp
Politics,your support has brought us this far but we can let up now here how you can help in the final days http //t co x61pcxym
Sports,rt @cameronvdd last year called @rachaelfinch &amp @markberetta in #triathlon this year im calling them in car race @ausgrandp ..
Sports,about six minutes left before lunch australia 9-372 from 127 overs #indvaus
Politics,@itzjayan exactly
Politics,it estimated that the crowd on the national mall for president obama second inauguration monday will be u2026 http //t co meuhxpry
Sports,#djokovic in 1st sets served better against him than in any tournament in past two years #ausopen #3peat http //t co brxu0rdq
Sports,rt @espncbb #2 miami survives virginia gives the hurricanes major scare but the hangs on 54 50 still undefeated in the acc
Politics,#seckerry no investment nation can make returns benefit as sizable as an investment in foreign policy
Politics,the white house joins pinterest today the white house joins millions of pinners around the country with an of .. http //t co plxgarb4
Sports,rt @mraguilleira and the day is finally here !after being knocked down and roll over west indies ladies stands at the final day all or ..
Politics,fulfilling our commitment to open government since taking office president obama has made clear that his admi .. http //t co seenmwzkby
Politics,chat with @angelahucles former @ussoccer wnt member 2x olympic gold medalist &amp world cup athlete 2/21 @conx http //t co ljjhxkimoc #lgbt
Politics,overview of courtesy call on pm #noda by bachelet executive director of un women is available from the following \\nhttp //t co m6rnlkr4
Sports,yaya toure shoots and city have another corner which is about to be taken #cfc
Politics,president obama arrives for speech shakes hands sotu 12
Politics,. adschina to stop chinese hackers focus on defense not diplomacy http //t co v8mmzdjy
Sports,what is your favorite movie featuring famous athlete reply with #bestsupportingathlete and we u2019ll rt few
Politics,we re counting down to the annual state of the union address which takes place tuesday evening here loo u2026 http //t co l9nsvava
Politics,\on occasion like other leaders have stumbled and cannot claim to sparkle alone on glorified perch #nelsonmandela
Sports,rt @crickettas wa have got the required runs in the second over of the day and have defeated the tigers by wickets #bupass
Sports,1st test 92 6: wicket lyon is out murali vijay ravindra jadeja 241 all out #indvaus http //t co fvnl1ktpb1 @bcci
Politics,pm has arrived in #tripoli to discuss how the uk can continue to help build strong prosperous democratic #libya #pminafrica
Politics,@psmith93 thanks for watching
Politics,the second inauguration of barack obama supreme court chief justice john roberts administers the oath of offic .. http //t co kovovaqi
Sports,rt @espnstatsinfo danica patrick 1st cup pole by woman all time (previous best start in any points event was 9th by janet guthrie
Sports,looks like golf might be done for the day in tucson wonder why (via @ianjamespoulter -&gt http //t co uz5k2nje
Sports,@mohanstatsman hobbs
Sports,we have real treat for pakistan fans on this week u2019s icc cricket 360 there is an interview with saeed ajmal
